country,year,week,cases_by_week,deaths_by_week
INDIA,2023,16,0.0,0.0
INDIA,2024,16,41.0,0.0
INDIA,2023,17,0.0,0.0
INDIA,2024,17,449.0,0.0
INDIA,2023,18,0.0,0.0
INDIA,2024,18,170.0,2.0
INDIA,2023,19,0.0,0.0
INDIA,2024,19,62.0,0.0
INDIA,2023,20,71.0,0.0
INDIA,2024,20,225.0,0.0
INDIA,2023,21,61.0,0.0
INDIA,2024,21,1091.0,2.0
INDIA,2023,22,133.0,0.0
INDIA,2024,22,488.0,0.0
INDIA,2023,23,198.0,0.0
INDIA,2024,23,400.0,3.0
INDIA,2023,24,150.0,0.0
INDIA,2024,24,867.0,3.0
INDIA,2023,25,289.0,1.0
INDIA,2023,26,0.0,0.0
INDIA,2023,27,103.0,0.0
INDIA,2023,28,228.0,0.0
INDIA,2023,29,67.0,0.0
INDIA,2023,30,0.0,0.0
INDIA,2023,31,307.0,0.0
INDIA,2023,32,78.0,0.0
INDIA,2023,33,16.0,0.0
INDIA,2023,34,40.0,0.0
INDIA,2023,35,0.0,0.0
INDIA,2023,36,43.0,1.0
INDIA,2023,37,14.0,0.0
INDIA,2023,38,95.0,0.0
INDIA,2023,39,68.0,1.0
INDIA,2023,40,0.0,0.0
INDIA,2023,41,15.0,0.0
INDIA,2023,42,0.0,0.0
INDIA,2023,43,0.0,0.0
INDIA,2023,44,0.0,0.0
INDIA,2023,45,0.0,0.0
INDIA,2023,46,0.0,0.0
INDIA,2023,47,0.0,0.0
INDIA,2023,48,0.0,0.0
INDIA,2023,49,4.0,0.0
INDIA,2023,50,3021.0,10.0
INDIA,2023,51,367.0,1.0
INDIA,2023,52,0.0,0.0
KENYA,2023,1,0.0,0.0
KENYA,2024,1,0.0,0.0
KENYA,2023,2,0.0,0.0
KENYA,2024,2,0.0,0.0
KENYA,2023,3,880.0,18.0
KENYA,2024,3,199.0,1.0
KENYA,2023,4,109.0,4.0
KENYA,2024,4,0.0,0.0
KENYA,2023,5,232.0,1.0
KENYA,2024,5,0.0,0.0
KENYA,2023,6,109.0,0.0
KENYA,2024,6,0.0,0.0
KENYA,2023,7,185.0,2.0
KENYA,2024,7,0.0,0.0
KENYA,2023,8,558.0,4.0
KENYA,2024,8,89.0,0.0
KENYA,2023,9,1012.0,10.0
KENYA,2024,9,0.0,0.0
KENYA,2023,10,536.0,10.0
KENYA,2024,10,0.0,0.0
KENYA,2023,11,383.0,5.0
KENYA,2024,11,0.0,0.0
KENYA,2023,12,388.0,8.0
KENYA,2024,12,0.0,0.0
KENYA,2023,13,504.0,10.0
KENYA,2024,13,0.0,0.0
KENYA,2023,14,382.0,5.0
KENYA,2024,14,25.0,1.0
KENYA,2023,15,376.0,5.0
KENYA,2024,15,0.0,0.0
KENYA,2023,16,0.0,0.0
KENYA,2024,16,0.0,0.0
KENYA,2023,17,878.0,15.0
KENYA,2024,17,0.0,0.0
KENYA,2023,18,310.0,5.0
KENYA,2024,18,0.0,0.0
KENYA,2023,19,149.0,2.0
KENYA,2024,19,0.0,0.0
KENYA,2023,20,109.0,3.0
KENYA,2024,20,59.0,1.0
KENYA,2023,21,437.0,10.0
KENYA,2024,21,8.0,0.0
KENYA,2023,22,239.0,5.0
KENYA,2024,22,0.0,0.0
KENYA,2023,23,144.0,0.0
KENYA,2024,23,12.0,0.0
KENYA,2023,24,262.0,4.0
KENYA,2024,24,0.0,0.0
KENYA,2023,25,126.0,2.0
KENYA,2024,25,0.0,0.0
KENYA,2023,26,80.0,4.0
KENYA,2024,26,0.0,0.0
KENYA,2023,27,102.0,2.0
KENYA,2024,27,0.0,0.0
KENYA,2023,28,46.0,0.0
KENYA,2024,28,40.0,1.0
KENYA,2023,29,30.0,0.0
KENYA,2023,30,19.0,0.0
KENYA,2023,31,6.0,0.0
KENYA,2023,32,82.0,3.0
KENYA,2023,33,46.0,0.0
KENYA,2023,34,0.0,0.0
KENYA,2023,35,54.0,4.0
KENYA,2023,36,23.0,1.0
KENYA,2023,37,0.0,0.0
KENYA,2023,38,0.0,0.0
KENYA,2023,39,15.0,0.0
KENYA,2023,40,0.0,0.0
KENYA,2023,41,3.0,0.0
KENYA,2023,42,0.0,0.0
KENYA,2023,43,2.0,0.0
KENYA,2023,44,1.0,0.0
KENYA,2023,45,0.0,0.0
KENYA,2023,46,0.0,0.0
KENYA,2023,47,49.0,1.0
KENYA,2023,48,0.0,0.0
KENYA,2023,49,60.0,2.0
KENYA,2023,50,0.0,0.0
KENYA,2023,51,0.0,0.0
KENYA,2023,52,0.0,0.0
MALAWI,2023,1,3679.0,124.0
MALAWI,2024,1,1.0,0.0
MALAWI,2023,2,4212.0,134.0
MALAWI,2024,2,0.0,0.0
MALAWI,2023,3,2336.0,66.0
MALAWI,2024,3,1.0,0.0
MALAWI,2023,4,5476.0,177.0
MALAWI,2024,4,2.0,0.0
MALAWI,2023,5,3871.0,133.0
MALAWI,2024,5,28.0,0.0
MALAWI,2023,6,5478.0,174.0
MALAWI,2024,6,0.0,0.0
MALAWI,2023,7,2827.0,68.0
MALAWI,2024,7,110.0,3.0
MALAWI,2023,8,2601.0,79.0
MALAWI,2024,8,18.0,0.0
MALAWI,2023,9,2902.0,58.0
MALAWI,2024,9,6.0,0.0
MALAWI,2023,10,1939.0,29.0
MALAWI,2024,10,11.0,0.0
MALAWI,2023,11,1451.0,48.0
MALAWI,2024,11,0.0,0.0
MALAWI,2023,12,963.0,22.0
MALAWI,2024,12,11.0,0.0
MALAWI,2023,13,912.0,15.0
MALAWI,2024,13,17.0,0.0
MALAWI,2023,14,689.0,10.0
MALAWI,2024,14,11.0,0.0
MALAWI,2023,15,415.0,7.0
MALAWI,2024,15,8.0,0.0
MALAWI,2023,16,515.0,7.0
MALAWI,2024,16,11.0,
MALAWI,2023,17,229.0,11.0
MALAWI,2024,17,2.0,0.0
MALAWI,2023,18,157.0,2.0
MALAWI,2024,18,0.0,0.0
MALAWI,2023,19,116.0,2.0
MALAWI,2024,19,1.0,0.0
MALAWI,2023,20,83.0,2.0
MALAWI,2024,20,2.0,0.0
MALAWI,2023,21,48.0,1.0
MALAWI,2024,21,6.0,0.0
MALAWI,2023,22,17.0,0.0
MALAWI,2024,22,2.0,0.0
MALAWI,2023,23,0.0,0.0
MALAWI,2024,23,4.0,0.0
MALAWI,2023,24,0.0,0.0
MALAWI,2024,24,0.0,0.0
MALAWI,2023,25,51.0,0.0
MALAWI,2024,25,0.0,0.0
MALAWI,2023,26,32.0,1.0
MALAWI,2024,26,0.0,0.0
MALAWI,2023,27,15.0,1.0
MALAWI,2024,27,0.0,0.0
MALAWI,2023,28,19.0,3.0
MALAWI,2024,28,0.0,0.0
MALAWI,2023,29,3.0,0.0
MALAWI,2024,29,0.0,0.0
MALAWI,2023,30,17.0,1.0
MALAWI,2024,30,0.0,0.0
MALAWI,2023,31,16.0,1.0
MALAWI,2024,31,0.0,0.0
MALAWI,2023,32,7.0,0.0
MALAWI,2024,32,0.0,0.0
MALAWI,2023,33,1.0,0.0
MALAWI,2024,33,0.0,0.0
MALAWI,2023,34,3.0,0.0
MALAWI,2023,35,10.0,0.0
MALAWI,2023,36,0.0,0.0
MALAWI,2023,37,1.0,0.0
MALAWI,2023,38,2.0,0.0
MALAWI,2023,39,8.0,0.0
MALAWI,2023,40,7.0,0.0
MALAWI,2023,41,6.0,0.0
MALAWI,2023,42,20.0,0.0
MALAWI,2023,43,21.0,1.0
MALAWI,2023,44,17.0,0.0
MALAWI,2023,45,7.0,0.0
MALAWI,2023,46,4.0,0.0
MALAWI,2023,47,8.0,1.0
MALAWI,2023,48,0.0,0.0
MALAWI,2023,49,4.0,0.0
MALAWI,2023,50,0.0,0.0
MALAWI,2023,51,19.0,1.0
MALAWI,2023,52,5.0,0.0
MAYOTTE,2024,17,26.0,0.0
MAYOTTE,2024,18,0.0,0.0
MAYOTTE,2024,19,52.0,1.0
MAYOTTE,2024,20,16.0,0.0
MAYOTTE,2024,21,11.0,0.0
MAYOTTE,2024,22,20.0,1.0
MAYOTTE,2024,23,23.0,0.0
MAYOTTE,2024,24,18.0,0.0
MAYOTTE,2024,25,27.0,0.0
MAYOTTE,2024,26,17.0,0.0
MAYOTTE,2024,27,4.0,0.0
MAYOTTE,2024,28,0.0,0.0
MAYOTTE,2024,29,5.0,0.0
MAYOTTE,2024,30,1.0,0.0
MAYOTTE,2024,31,1.0,0.0
MOZAMBIQUE,2023,1,392.0,5.0
MOZAMBIQUE,2024,1,608.0,4.0
MOZAMBIQUE,2023,2,536.0,4.0
MOZAMBIQUE,2024,2,650.0,1.0
MOZAMBIQUE,2023,3,713.0,2.0
MOZAMBIQUE,2024,3,544.0,0.0
MOZAMBIQUE,2023,4,670.0,5.0
MOZAMBIQUE,2024,4,391.0,0.0
MOZAMBIQUE,2023,5,753.0,4.0
MOZAMBIQUE,2024,5,436.0,1.0
MOZAMBIQUE,2023,6,797.0,5.0
MOZAMBIQUE,2024,6,365.0,0.0
MOZAMBIQUE,2023,7,853.0,6.0
MOZAMBIQUE,2024,7,583.0,1.0
MOZAMBIQUE,2023,8,821.0,0.0
MOZAMBIQUE,2024,8,439.0,0.0
MOZAMBIQUE,2023,9,972.0,4.0
MOZAMBIQUE,2024,9,547.0,1.0
MOZAMBIQUE,2023,10,1211.0,13.0
MOZAMBIQUE,2024,10,523.0,2.0
MOZAMBIQUE,2023,11,2651.0,22.0
MOZAMBIQUE,2024,11,630.0,1.0
MOZAMBIQUE,2023,12,6288.0,11.0
MOZAMBIQUE,2024,12,352.0,0.0
MOZAMBIQUE,2023,13,6038.0,12.0
MOZAMBIQUE,2024,13,278.0,1.0
MOZAMBIQUE,2023,14,1832.0,23.0
MOZAMBIQUE,2024,14,334.0,0.0
MOZAMBIQUE,2023,15,1500.0,6.0
MOZAMBIQUE,2024,15,281.0,0.0
MOZAMBIQUE,2023,16,1300.0,4.0
MOZAMBIQUE,2024,16,179.0,0.0
MOZAMBIQUE,2023,17,1047.0,4.0
MOZAMBIQUE,2024,17,160.0,1.0
MOZAMBIQUE,2023,18,984.0,0.0
MOZAMBIQUE,2024,18,119.0,0.0
MOZAMBIQUE,2023,19,594.0,0.0
MOZAMBIQUE,2024,19,133.0,3.0
MOZAMBIQUE,2023,20,478.0,0.0
MOZAMBIQUE,2024,20,118.0,0.0
MOZAMBIQUE,2023,21,484.0,6.0
MOZAMBIQUE,2024,21,92.0,0.0
MOZAMBIQUE,2023,22,486.0,1.0
MOZAMBIQUE,2024,22,108.0,1.0
MOZAMBIQUE,2023,23,451.0,1.0
MOZAMBIQUE,2024,23,102.0,1.0
MOZAMBIQUE,2023,24,484.0,0.0
MOZAMBIQUE,2024,24,51.0,0.0
MOZAMBIQUE,2023,25,223.0,0.0
MOZAMBIQUE,2024,25,34.0,0.0
MOZAMBIQUE,2023,26,160.0,0.0
MOZAMBIQUE,2024,26,22.0,0.0
MOZAMBIQUE,2023,27,109.0,0.0
MOZAMBIQUE,2024,27,18.0,0.0
MOZAMBIQUE,2023,28,103.0,0.0
MOZAMBIQUE,2024,28,10.0,0.0
MOZAMBIQUE,2023,29,99.0,0.0
MOZAMBIQUE,2024,29,25.0,0.0
MOZAMBIQUE,2023,30,91.0,0.0
MOZAMBIQUE,2024,30,0.0,0.0
MOZAMBIQUE,2023,31,126.0,0.0
MOZAMBIQUE,2024,31,0.0,0.0
MOZAMBIQUE,2023,32,160.0,0.0
MOZAMBIQUE,2024,32,0.0,0.0
MOZAMBIQUE,2023,33,126.0,0.0
MOZAMBIQUE,2024,33,0.0,0.0
MOZAMBIQUE,2023,34,152.0,0.0
MOZAMBIQUE,2023,35,175.0,0.0
MOZAMBIQUE,2023,36,111.0,0.0
MOZAMBIQUE,2023,37,101.0,0.0
MOZAMBIQUE,2023,38,127.0,0.0
MOZAMBIQUE,2023,39,81.0,0.0
MOZAMBIQUE,2023,40,140.0,1.0
MOZAMBIQUE,2023,41,152.0,2.0
MOZAMBIQUE,2023,42,147.0,1.0
MOZAMBIQUE,2023,43,396.0,3.0
MOZAMBIQUE,2023,44,338.0,0.0
MOZAMBIQUE,2023,45,505.0,0.0
MOZAMBIQUE,2023,46,384.0,0.0
MOZAMBIQUE,2023,47,595.0,1.0
MOZAMBIQUE,2023,48,549.0,2.0
MOZAMBIQUE,2023,49,421.0,0.0
MOZAMBIQUE,2023,50,521.0,2.0
MOZAMBIQUE,2023,51,741.0,6.0
MOZAMBIQUE,2023,52,740.0,0.0
MYANMAR,2024,27,521.0,0.0
MYANMAR,2024,28,0.0,0.0
MYANMAR,2024,29,620.0,1.0
NEPAL,2024,30,20.0,0.0
NEPAL,2024,31,0.0,0.0
NEPAL,2024,32,10.0,0.0
NEPAL,2024,33,20.0,0.0
NEPAL,2024,34,8.0,0.0
NIGERIA,2023,1,72.0,1.0
NIGERIA,2024,1,0.0,0.0
NIGERIA,2023,2,85.0,6.0
NIGERIA,2024,2,0.0,0.0
NIGERIA,2023,3,224.0,12.0
NIGERIA,2024,3,0.0,0.0
NIGERIA,2023,4,229.0,7.0
NIGERIA,2024,4,301.0,3.0
NIGERIA,2023,5,191.0,10.0
NIGERIA,2024,5,0.0,0.0
NIGERIA,2023,6,249.0,9.0
NIGERIA,2024,6,0.0,0.0
NIGERIA,2023,7,156.0,6.0
NIGERIA,2024,7,0.0,0.0
NIGERIA,2023,8,180.0,8.0
NIGERIA,2024,8,312.0,10.0
NIGERIA,2023,9,173.0,7.0
NIGERIA,2024,9,0.0,0.0
NIGERIA,2023,10,82.0,2.0
NIGERIA,2024,10,0.0,0.0
NIGERIA,2023,11,80.0,0.0
NIGERIA,2024,11,0.0,0.0
NIGERIA,2023,12,59.0,1.0
NIGERIA,2024,12,224.0,4.0
NIGERIA,2023,13,34.0,0.0
NIGERIA,2024,13,0.0,0.0
NIGERIA,2023,14,35.0,2.0
NIGERIA,2024,14,0.0,0.0
NIGERIA,2023,15,22.0,0.0
NIGERIA,2024,15,0.0,0.0
NIGERIA,2023,16,9.0,0.0
NIGERIA,2024,16,0.0,0.0
NIGERIA,2023,17,21.0,0.0
NIGERIA,2024,17,83.0,3.0
NIGERIA,2023,18,14.0,1.0
NIGERIA,2024,18,0.0,0.0
NIGERIA,2023,19,2.0,0.0
NIGERIA,2024,19,0.0,0.0
NIGERIA,2023,20,0.0,0.0
NIGERIA,2024,20,0.0,0.0
NIGERIA,2023,21,,
NIGERIA,2024,21,0.0,0.0
NIGERIA,2023,22,0.0,0.0
NIGERIA,2024,22,88.0,2.0
NIGERIA,2023,23,0.0,0.0
NIGERIA,2024,23,0.0,0.0
NIGERIA,2023,24,0.0,0.0
NIGERIA,2024,24,0.0,0.0
NIGERIA,2023,25,0.0,0.0
NIGERIA,2024,25,0.0,0.0
NIGERIA,2023,26,201.0,3.0
NIGERIA,2024,26,1094.0,41.0
NIGERIA,2023,27,0.0,0.0
NIGERIA,2024,27,892.0,19.0
NIGERIA,2023,28,0.0,0.0
NIGERIA,2024,28,0.0,0.0
NIGERIA,2023,29,0.0,0.0
NIGERIA,2024,29,629.0,21.0
NIGERIA,2023,30,257.0,2.0
NIGERIA,2024,30,1677.0,62.0
NIGERIA,2023,31,0.0,0.0
NIGERIA,2024,31,238.0,5.0
NIGERIA,2023,32,0.0,0.0
NIGERIA,2024,32,472.0,7.0
NIGERIA,2023,33,0.0,0.0
NIGERIA,2024,33,418.0,8.0
NIGERIA,2023,34,551.0,27.0
NIGERIA,2023,35,0.0,0.0
NIGERIA,2023,36,0.0,0.0
NIGERIA,2023,37,0.0,0.0
NIGERIA,2023,38,0.0,0.0
NIGERIA,2023,39,0.0,0.0
NIGERIA,2023,40,0.0,0.0
NIGERIA,2023,41,0.0,0.0
NIGERIA,2023,42,0.0,0.0
NIGERIA,2023,43,433.0,18.0
NIGERIA,2023,44,0.0,0.0
NIGERIA,2023,45,148.0,6.0
NIGERIA,2023,46,0.0,0.0
NIGERIA,2023,47,0.0,0.0
NIGERIA,2023,48,0.0,0.0
NIGERIA,2023,49,0.0,0.0
NIGERIA,2023,50,0.0,0.0
NIGERIA,2023,51,0.0,0.0
NIGERIA,2023,52,242.0,20.0
PAKISTAN,2024,1,477.0,0.0
PAKISTAN,2024,2,348.0,0.0
PAKISTAN,2024,3,274.0,0.0
PAKISTAN,2024,4,291.0,0.0
PAKISTAN,2024,5,280.0,0.0
PAKISTAN,2024,6,187.0,0.0
PAKISTAN,2024,7,383.0,0.0
PAKISTAN,2024,8,260.0,0.0
PAKISTAN,2024,9,186.0,0.0
PAKISTAN,2024,10,190.0,0.0
PAKISTAN,2024,11,306.0,0.0
PAKISTAN,2024,12,290.0,0.0
PAKISTAN,2024,13,332.0,0.0
PAKISTAN,2024,14,298.0,0.0
PAKISTAN,2024,15,178.0,0.0
PAKISTAN,2023,16,323.0,0.0
PAKISTAN,2024,16,442.0,0.0
PAKISTAN,2023,17,0.0,0.0
PAKISTAN,2024,17,521.0,0.0
PAKISTAN,2023,18,0.0,0.0
PAKISTAN,2024,18,2658.0,0.0
PAKISTAN,2023,19,0.0,0.0
PAKISTAN,2024,19,3318.0,0.0
PAKISTAN,2023,20,0.0,0.0
PAKISTAN,2024,20,3333.0,0.0
PAKISTAN,2023,21,0.0,0.0
PAKISTAN,2024,21,3766.0,0.0
PAKISTAN,2023,22,578.0,0.0
PAKISTAN,2024,22,2587.0,0.0
PAKISTAN,2023,23,629.0,0.0
PAKISTAN,2024,23,2909.0,0.0
PAKISTAN,2023,24,725.0,0.0
PAKISTAN,2024,24,2319.0,0.0
PAKISTAN,2023,25,698.0,0.0
PAKISTAN,2024,25,1693.0,0.0
PAKISTAN,2023,26,273.0,0.0
PAKISTAN,2024,26,2878.0,0.0
PAKISTAN,2023,27,631.0,0.0
PAKISTAN,2024,27,2716.0,0.0
PAKISTAN,2023,28,649.0,0.0
PAKISTAN,2024,28,3127.0,0.0
PAKISTAN,2023,29,527.0,0.0
PAKISTAN,2024,29,2089.0,0.0
PAKISTAN,2023,30,2802.0,0.0
PAKISTAN,2024,30,3181.0,0.0
PAKISTAN,2023,31,563.0,0.0
PAKISTAN,2024,31,2834.0,0.0
PAKISTAN,2023,32,453.0,0.0
PAKISTAN,2023,33,448.0,0.0
PAKISTAN,2023,34,813.0,0.0
PAKISTAN,2023,35,372.0,0.0
PAKISTAN,2023,36,405.0,0.0
PAKISTAN,2023,37,527.0,0.0
PAKISTAN,2023,38,521.0,0.0
PAKISTAN,2023,39,533.0,0.0
PAKISTAN,2023,40,674.0,0.0
PAKISTAN,2023,41,703.0,0.0
PAKISTAN,2023,42,658.0,0.0
PAKISTAN,2023,43,682.0,0.0
PAKISTAN,2023,44,743.0,0.0
PAKISTAN,2023,45,564.0,0.0
PAKISTAN,2023,46,0.0,0.0
PAKISTAN,2023,47,0.0,0.0
PAKISTAN,2023,48,0.0,0.0
PAKISTAN,2023,49,0.0,0.0
PAKISTAN,2023,50,0.0,0.0
PAKISTAN,2023,51,0.0,0.0
PAKISTAN,2023,52,456.0,0.0
SOMALIA,2023,1,234.0,1.0
SOMALIA,2024,1,494.0,3.0
SOMALIA,2023,2,238.0,1.0
SOMALIA,2024,2,481.0,9.0
SOMALIA,2023,3,218.0,
SOMALIA,2024,3,426.0,7.0
SOMALIA,2023,4,202.0,0.0
SOMALIA,2024,4,391.0,1.0
SOMALIA,2023,5,195.0,0.0
SOMALIA,2024,5,346.0,
SOMALIA,2023,6,194.0,0.0
SOMALIA,2024,6,429.0,4.0
SOMALIA,2023,7,223.0,0.0
SOMALIA,2024,7,407.0,3.0
SOMALIA,2023,8,341.0,3.0
SOMALIA,2024,8,401.0,11.0
SOMALIA,2023,9,327.0,1.0
SOMALIA,2024,9,428.0,10.0
SOMALIA,2023,10,401.0,2.0
SOMALIA,2024,10,622.0,7.0
SOMALIA,2023,11,407.0,3.0
SOMALIA,2024,11,659.0,6.0
SOMALIA,2023,12,448.0,4.0
SOMALIA,2024,12,947.0,6.0
SOMALIA,2023,13,604.0,1.0
SOMALIA,2024,13,836.0,8.0
SOMALIA,2023,14,630.0,0.0
SOMALIA,2024,14,743.0,7.0
SOMALIA,2023,15,867.0,2.0
SOMALIA,2024,15,934.0,13.0
SOMALIA,2023,16,776.0,2.0
SOMALIA,2024,16,769.0,7.0
SOMALIA,2023,17,618.0,2.0
SOMALIA,2024,17,704.0,1.0
SOMALIA,2023,18,519.0,3.0
SOMALIA,2024,18,630.0,0.0
SOMALIA,2023,19,531.0,2.0
SOMALIA,2024,19,746.0,4.0
SOMALIA,2023,20,535.0,0.0
SOMALIA,2024,20,934.0,8.0
SOMALIA,2023,21,479.0,1.0
SOMALIA,2024,21,752.0,6.0
SOMALIA,2023,22,404.0,1.0
SOMALIA,2024,22,735.0,2.0
SOMALIA,2023,23,377.0,0.0
SOMALIA,2024,23,575.0,1.0
SOMALIA,2023,24,311.0,1.0
SOMALIA,2024,24,520.0,4.0
SOMALIA,2023,25,367.0,0.0
SOMALIA,2024,25,470.0,2.0
SOMALIA,2023,26,240.0,1.0
SOMALIA,2024,26,377.0,3.0
SOMALIA,2023,27,247.0,0.0
SOMALIA,2024,27,475.0,2.0
SOMALIA,2023,28,227.0,0.0
SOMALIA,2024,28,338.0,0.0
SOMALIA,2023,29,309.0,0.0
SOMALIA,2024,29,358.0,2.0
SOMALIA,2023,30,235.0,0.0
SOMALIA,2024,30,319.0,1.0
SOMALIA,2023,31,224.0,0.0
SOMALIA,2024,31,331.0,1.0
SOMALIA,2023,32,214.0,0.0
SOMALIA,2024,32,313.0,0.0
SOMALIA,2023,33,232.0,0.0
SOMALIA,2024,33,328.0,0.0
SOMALIA,2023,34,218.0,0.0
SOMALIA,2023,35,310.0,1.0
SOMALIA,2023,36,167.0,2.0
SOMALIA,2023,37,174.0,0.0
SOMALIA,2023,38,186.0,0.0
SOMALIA,2023,39,223.0,2.0
SOMALIA,2023,40,231.0,2.0
SOMALIA,2023,41,308.0,1.0
SOMALIA,2023,42,216.0,0.0
SOMALIA,2023,43,219.0,1.0
SOMALIA,2023,44,279.0,1.0
SOMALIA,2023,45,266.0,2.0
SOMALIA,2023,46,383.0,1.0
SOMALIA,2023,47,482.0,0.0
SOMALIA,2023,48,478.0,0.0
SOMALIA,2023,49,475.0,0.0
SOMALIA,2023,50,439.0,0.0
SOMALIA,2023,51,377.0,0.0
SOMALIA,2023,52,499.0,3.0
SOUTH AFRICA,2024,1,0.0,0.0
SOUTH AFRICA,2024,2,0.0,0.0
SOUTH AFRICA,2024,3,0.0,0.0
SOUTH AFRICA,2024,4,0.0,0.0
SOUTH AFRICA,2024,5,5.0,0.0
SOUTH AFRICA,2024,6,0.0,0.0
SOUTH AFRICA,2024,7,0.0,0.0
SOUTH AFRICA,2024,8,1.0,0.0
SOUTH AFRICA,2024,9,0.0,0.0
SOUTH AFRICA,2024,10,0.0,0.0
SOUTH AFRICA,2024,11,0.0,0.0
SOUTH AFRICA,2024,12,0.0,0.0
SOUTH AFRICA,2024,13,0.0,0.0
SOUTH AFRICA,2024,14,5.0,0.0
SOUTH AFRICA,2023,35,1390.0,47.0
SOUTH AFRICA,2023,36,0.0,0.0
SOUTH AFRICA,2023,37,0.0,0.0
SOUTH AFRICA,2023,38,0.0,0.0
SOUTH AFRICA,2023,39,0.0,0.0
SOUTH AFRICA,2023,40,0.0,0.0
SOUTH AFRICA,2023,41,0.0,0.0
SOUTH AFRICA,2023,42,0.0,0.0
SOUTH AFRICA,2023,43,0.0,0.0
SOUTH AFRICA,2023,44,0.0,0.0
SOUTH AFRICA,2023,45,0.0,0.0
SOUTH AFRICA,2023,46,0.0,0.0
SOUTH AFRICA,2023,47,0.0,0.0
SOUTH AFRICA,2023,48,0.0,0.0
SOUTH AFRICA,2023,49,1.0,0.0
SOUTH AFRICA,2023,50,0.0,0.0
SOUTH AFRICA,2023,51,0.0,0.0
SOUTH AFRICA,2023,52,0.0,0.0
SUDAN,2024,1,390.0,14.0
SUDAN,2024,2,393.0,18.0
SUDAN,2024,3,472.0,13.0
SUDAN,2024,4,329.0,6.0
SUDAN,2024,5,204.0,8.0
SUDAN,2024,6,127.0,6.0
SUDAN,2024,7,1111.0,5.0
SUDAN,2024,8,,0.0
SUDAN,2024,9,61.0,0.0
SUDAN,2024,10,38.0,2.0
SUDAN,2024,11,28.0,2.0
SUDAN,2024,12,39.0,1.0
SUDAN,2024,13,40.0,1.0
SUDAN,2024,14,19.0,0.0
SUDAN,2024,15,18.0,0.0
SUDAN,2024,16,12.0,0.0
SUDAN,2024,17,14.0,0.0
SUDAN,2024,18,12.0,0.0
SUDAN,2024,19,12.0,1.0
SUDAN,2024,20,6.0,0.0
SUDAN,2024,21,4.0,0.0
SUDAN,2024,22,2.0,0.0
SUDAN,2024,23,2.0,0.0
SUDAN,2024,24,0.0,0.0
SUDAN,2024,25,0.0,0.0
SUDAN,2023,26,51.0,0.0
SUDAN,2024,26,1.0,0.0
SUDAN,2023,27,173.0,0.0
SUDAN,2024,27,0.0,0.0
SUDAN,2023,28,62.0,1.0
SUDAN,2024,28,2.0,0.0
SUDAN,2023,29,21.0,0.0
SUDAN,2024,29,1.0,0.0
SUDAN,2023,30,29.0,6.0
SUDAN,2024,30,4.0,0.0
SUDAN,2023,31,10.0,0.0
SUDAN,2023,32,0.0,1.0
SUDAN,2023,33,0.0,0.0
SUDAN,2023,34,2.0,0.0
SUDAN,2023,35,32.0,4.0
SUDAN,2023,36,64.0,4.0
SUDAN,2023,37,52.0,2.0
SUDAN,2023,38,101.0,7.0
SUDAN,2023,39,174.0,14.0
SUDAN,2023,40,172.0,10.0
SUDAN,2023,41,288.0,12.0
SUDAN,2023,42,387.0,8.0
SUDAN,2023,43,478.0,7.0
SUDAN,2023,44,329.0,8.0
SUDAN,2023,45,532.0,13.0
SUDAN,2023,46,453.0,18.0
SUDAN,2023,47,768.0,21.0
SUDAN,2023,48,1092.0,32.0
SUDAN,2023,49,1468.0,32.0
SUDAN,2023,50,1139.0,22.0
SUDAN,2023,51,498.0,9.0
SUDAN,2023,52,458.0,15.0
SYRIAN ARAB REPUBLIC,2023,1,15890.0,0.0
SYRIAN ARAB REPUBLIC,2024,1,1709.0,0.0
SYRIAN ARAB REPUBLIC,2023,2,0.0,0.0
SYRIAN ARAB REPUBLIC,2024,2,2102.0,0.0
SYRIAN ARAB REPUBLIC,2023,3,7046.0,1.0
SYRIAN ARAB REPUBLIC,2024,3,2087.0,0.0
SYRIAN ARAB REPUBLIC,2023,4,0.0,0.0
SYRIAN ARAB REPUBLIC,2024,4,1987.0,0.0
SYRIAN ARAB REPUBLIC,2023,5,0.0,0.0
SYRIAN ARAB REPUBLIC,2024,5,1419.0,0.0
SYRIAN ARAB REPUBLIC,2023,6,0.0,0.0
SYRIAN ARAB REPUBLIC,2024,6,332.0,0.0
SYRIAN ARAB REPUBLIC,2023,7,8042.0,0.0
SYRIAN ARAB REPUBLIC,2024,7,81.0,0.0
SYRIAN ARAB REPUBLIC,2023,8,0.0,0.0
SYRIAN ARAB REPUBLIC,2024,8,27.0,0.0
SYRIAN ARAB REPUBLIC,2023,9,0.0,0.0
SYRIAN ARAB REPUBLIC,2024,9,70.0,0.0
SYRIAN ARAB REPUBLIC,2023,10,0.0,0.0
SYRIAN ARAB REPUBLIC,2024,10,44.0,0.0
SYRIAN ARAB REPUBLIC,2023,11,13310.0,3.0
SYRIAN ARAB REPUBLIC,2024,11,31.0,0.0
SYRIAN ARAB REPUBLIC,2023,12,0.0,0.0
SYRIAN ARAB REPUBLIC,2024,12,13.0,0.0
SYRIAN ARAB REPUBLIC,2023,13,0.0,0.0
SYRIAN ARAB REPUBLIC,2024,13,28.0,0.0
SYRIAN ARAB REPUBLIC,2023,14,5125.0,0.0
SYRIAN ARAB REPUBLIC,2024,14,21.0,0.0
