country,year,week,cases_by_week,deaths_by_week
SYRIAN ARAB REPUBLIC,2023,15,0.0,0.0
SYRIAN ARAB REPUBLIC,2024,15,11.0,0.0
SYRIAN ARAB REPUBLIC,2023,16,0.0,0.0
SYRIAN ARAB REPUBLIC,2024,16,20.0,0.0
SYRIAN ARAB REPUBLIC,2023,17,0.0,0.0
SYRIAN ARAB REPUBLIC,2024,17,41.0,0.0
SYRIAN ARAB REPUBLIC,2023,18,0.0,0.0
SYRIAN ARAB REPUBLIC,2024,18,20.0,0.0
SYRIAN ARAB REPUBLIC,2023,19,0.0,0.0
SYRIAN ARAB REPUBLIC,2024,19,21.0,0.0
SYRIAN ARAB REPUBLIC,2023,20,21698.0,0.0
SYRIAN ARAB REPUBLIC,2024,20,22.0,0.0
SYRIAN ARAB REPUBLIC,2023,21,0.0,0.0
SYRIAN ARAB REPUBLIC,2024,21,28.0,0.0
SYRIAN ARAB REPUBLIC,2023,22,0.0,0.0
SYRIAN ARAB REPUBLIC,2024,22,25.0,0.0
SYRIAN ARAB REPUBLIC,2023,23,0.0,0.0
SYRIAN ARAB REPUBLIC,2024,23,31.0,0.0
SYRIAN ARAB REPUBLIC,2023,24,0.0,0.0
SYRIAN ARAB REPUBLIC,2024,24,21.0,0.0
SYRIAN ARAB REPUBLIC,2023,25,0.0,0.0
SYRIAN ARAB REPUBLIC,2024,25,19.0,0.0
SYRIAN ARAB REPUBLIC,2023,26,0.0,0.0
SYRIAN ARAB REPUBLIC,2024,26,45.0,0.0
SYRIAN ARAB REPUBLIC,2023,27,24414.0,0.0
SYRIAN ARAB REPUBLIC,2024,27,0.0,0.0
SYRIAN ARAB REPUBLIC,2023,28,0.0,0.0
SYRIAN ARAB REPUBLIC,2024,28,0.0,0.0
SYRIAN ARAB REPUBLIC,2023,29,0.0,0.0
SYRIAN ARAB REPUBLIC,2024,29,0.0,0.0
SYRIAN ARAB REPUBLIC,2023,30,0.0,0.0
SYRIAN ARAB REPUBLIC,2024,30,165.0,0.0
SYRIAN ARAB REPUBLIC,2023,31,16149.0,1.0
SYRIAN ARAB REPUBLIC,2023,32,0.0,0.0
SYRIAN ARAB REPUBLIC,2023,33,0.0,0.0
SYRIAN ARAB REPUBLIC,2023,34,0.0,0.0
SYRIAN ARAB REPUBLIC,2023,35,16029.0,4.0
SYRIAN ARAB REPUBLIC,2023,36,0.0,0.0
SYRIAN ARAB REPUBLIC,2023,37,0.0,0.0
SYRIAN ARAB REPUBLIC,2023,38,0.0,0.0
SYRIAN ARAB REPUBLIC,2023,39,0.0,0.0
SYRIAN ARAB REPUBLIC,2023,40,0.0,0.0
SYRIAN ARAB REPUBLIC,2023,41,19587.0,0.0
SYRIAN ARAB REPUBLIC,2023,42,8551.0,
SYRIAN ARAB REPUBLIC,2023,43,0.0,0.0
SYRIAN ARAB REPUBLIC,2023,44,0.0,0.0
SYRIAN ARAB REPUBLIC,2023,45,0.0,0.0
SYRIAN ARAB REPUBLIC,2023,46,5779.0,1.0
SYRIAN ARAB REPUBLIC,2023,47,0.0,0.0
SYRIAN ARAB REPUBLIC,2023,48,0.0,0.0
SYRIAN ARAB REPUBLIC,2023,49,0.0,0.0
SYRIAN ARAB REPUBLIC,2023,50,18668.0,0.0
SYRIAN ARAB REPUBLIC,2023,51,0.0,0.0
SYRIAN ARAB REPUBLIC,2023,52,0.0,0.0
TOGO,2024,1,0.0,0.0
TOGO,2024,2,0.0,0.0
TOGO,2024,3,0.0,0.0
TOGO,2024,4,0.0,0.0
TOGO,2024,5,0.0,0.0
TOGO,2024,6,0.0,0.0
TOGO,2024,7,0.0,0.0
TOGO,2024,8,0.0,0.0
TOGO,2024,9,0.0,0.0
TOGO,2024,10,0.0,0.0
TOGO,2024,11,0.0,0.0
TOGO,2024,12,0.0,0.0
TOGO,2024,13,0.0,0.0
TOGO,2024,14,0.0,0.0
TOGO,2024,15,0.0,0.0
TOGO,2024,16,0.0,0.0
TOGO,2024,17,0.0,0.0
TOGO,2024,18,0.0,0.0
TOGO,2024,19,0.0,0.0
TOGO,2024,20,0.0,0.0
TOGO,2024,21,0.0,0.0
TOGO,2024,22,0.0,0.0
TOGO,2024,23,0.0,0.0
TOGO,2024,24,0.0,0.0
TOGO,2024,25,0.0,0.0
TOGO,2024,26,0.0,0.0
TOGO,2024,27,0.0,0.0
TOGO,2024,28,0.0,0.0
TOGO,2024,29,0.0,0.0
TOGO,2024,30,1.0,0.0
TOGO,2024,31,0.0,0.0
TOGO,2024,32,0.0,0.0
TOGO,2024,33,4.0,1.0
TOGO,2023,50,1.0,0.0
TOGO,2023,51,0.0,0.0
TOGO,2023,52,0.0,0.0
UGANDA,2024,1,0.0,0.0
UGANDA,2024,2,0.0,0.0
UGANDA,2024,3,0.0,0.0
UGANDA,2024,4,0.0,0.0
UGANDA,2024,5,6.0,1.0
UGANDA,2024,6,0.0,0.0
UGANDA,2024,7,0.0,0.0
UGANDA,2024,8,0.0,0.0
UGANDA,2024,9,0.0,0.0
UGANDA,2024,10,0.0,0.0
UGANDA,2024,11,26.0,0.0
UGANDA,2024,12,0.0,0.0
UGANDA,2024,13,0.0,0.0
UGANDA,2024,14,0.0,0.0
UGANDA,2024,15,0.0,0.0
UGANDA,2024,16,0.0,0.0
UGANDA,2024,17,0.0,0.0
UGANDA,2024,18,14.0,1.0
UGANDA,2024,19,0.0,0.0
UGANDA,2024,20,43.0,3.0
UGANDA,2023,30,43.0,8.0
UGANDA,2023,31,0.0,0.0
UGANDA,2023,32,0.0,0.0
UGANDA,2023,33,34.0,1.0
UGANDA,2023,34,0.0,1.0
UGANDA,2023,35,4.0,0.0
UGANDA,2023,36,0.0,0.0
UGANDA,2023,37,0.0,0.0
UGANDA,2023,38,0.0,0.0
UGANDA,2023,39,0.0,0.0
UGANDA,2023,40,0.0,0.0
UGANDA,2023,41,0.0,0.0
UGANDA,2023,42,0.0,0.0
UGANDA,2023,43,0.0,0.0
UGANDA,2023,44,0.0,0.0
UGANDA,2023,45,0.0,0.0
UGANDA,2023,46,0.0,0.0
UGANDA,2023,47,0.0,0.0
UGANDA,2023,48,0.0,0.0
UGANDA,2023,49,0.0,0.0
UGANDA,2023,50,0.0,0.0
UGANDA,2023,51,0.0,0.0
UGANDA,2023,52,0.0,0.0
UNITED REPUBLIC OF TANZANIA,2024,1,108.0,6.0
UNITED REPUBLIC OF TANZANIA,2024,2,246.0,3.0
UNITED REPUBLIC OF TANZANIA,2023,3,5.0,1.0
UNITED REPUBLIC OF TANZANIA,2024,3,174.0,3.0
UNITED REPUBLIC OF TANZANIA,2023,4,2.0,0.0
UNITED REPUBLIC OF TANZANIA,2024,4,123.0,2.0
UNITED REPUBLIC OF TANZANIA,2023,5,2.0,2.0
UNITED REPUBLIC OF TANZANIA,2024,5,159.0,1.0
UNITED REPUBLIC OF TANZANIA,2023,6,15.0,0.0
UNITED REPUBLIC OF TANZANIA,2024,6,0.0,0.0
UNITED REPUBLIC OF TANZANIA,2023,7,3.0,0.0
UNITED REPUBLIC OF TANZANIA,2024,7,230.0,1.0
UNITED REPUBLIC OF TANZANIA,2023,8,2.0,0.0
UNITED REPUBLIC OF TANZANIA,2024,8,0.0,0.0
UNITED REPUBLIC OF TANZANIA,2023,9,6.0,
UNITED REPUBLIC OF TANZANIA,2024,9,436.0,6.0
UNITED REPUBLIC OF TANZANIA,2023,10,4.0,0.0
UNITED REPUBLIC OF TANZANIA,2024,10,227.0,3.0
UNITED REPUBLIC OF TANZANIA,2023,11,33.0,3.0
UNITED REPUBLIC OF TANZANIA,2024,11,154.0,2.0
UNITED REPUBLIC OF TANZANIA,2023,12,0.0,0.0
UNITED REPUBLIC OF TANZANIA,2024,12,186.0,1.0
UNITED REPUBLIC OF TANZANIA,2023,13,0.0,0.0
UNITED REPUBLIC OF TANZANIA,2024,13,0.0,0.0
UNITED REPUBLIC OF TANZANIA,2023,14,0.0,0.0
UNITED REPUBLIC OF TANZANIA,2024,14,238.0,2.0
UNITED REPUBLIC OF TANZANIA,2023,15,0.0,0.0
UNITED REPUBLIC OF TANZANIA,2024,15,168.0,1.0
UNITED REPUBLIC OF TANZANIA,2023,16,10.0,0.0
UNITED REPUBLIC OF TANZANIA,2024,16,78.0,0.0
UNITED REPUBLIC OF TANZANIA,2023,17,0.0,0.0
UNITED REPUBLIC OF TANZANIA,2024,17,114.0,7.0
UNITED REPUBLIC OF TANZANIA,2023,18,5.0,0.0
UNITED REPUBLIC OF TANZANIA,2024,18,32.0,0.0
UNITED REPUBLIC OF TANZANIA,2023,19,0.0,0.0
UNITED REPUBLIC OF TANZANIA,2024,19,132.0,5.0
UNITED REPUBLIC OF TANZANIA,2023,20,0.0,0.0
UNITED REPUBLIC OF TANZANIA,2024,20,71.0,2.0
UNITED REPUBLIC OF TANZANIA,2023,21,0.0,0.0
UNITED REPUBLIC OF TANZANIA,2024,21,156.0,3.0
UNITED REPUBLIC OF TANZANIA,2023,22,0.0,0.0
UNITED REPUBLIC OF TANZANIA,2024,22,54.0,0.0
UNITED REPUBLIC OF TANZANIA,2023,23,0.0,0.0
UNITED REPUBLIC OF TANZANIA,2024,23,47.0,1.0
UNITED REPUBLIC OF TANZANIA,2023,24,0.0,0.0
UNITED REPUBLIC OF TANZANIA,2024,24,0.0,0.0
UNITED REPUBLIC OF TANZANIA,2023,25,0.0,0.0
UNITED REPUBLIC OF TANZANIA,2024,25,64.0,2.0
UNITED REPUBLIC OF TANZANIA,2023,26,0.0,0.0
UNITED REPUBLIC OF TANZANIA,2024,26,158.0,1.0
UNITED REPUBLIC OF TANZANIA,2023,27,0.0,0.0
UNITED REPUBLIC OF TANZANIA,2024,27,90.0,6.0
UNITED REPUBLIC OF TANZANIA,2023,28,284.0,1.0
UNITED REPUBLIC OF TANZANIA,2024,28,79.0,0.0
UNITED REPUBLIC OF TANZANIA,2023,29,2.0,0.0
UNITED REPUBLIC OF TANZANIA,2024,29,197.0,5.0
UNITED REPUBLIC OF TANZANIA,2023,30,3.0,0.0
UNITED REPUBLIC OF TANZANIA,2024,30,0.0,0.0
UNITED REPUBLIC OF TANZANIA,2023,31,0.0,0.0
UNITED REPUBLIC OF TANZANIA,2024,31,127.0,2.0
UNITED REPUBLIC OF TANZANIA,2023,32,0.0,0.0
UNITED REPUBLIC OF TANZANIA,2024,32,279.0,5.0
UNITED REPUBLIC OF TANZANIA,2023,33,0.0,0.0
UNITED REPUBLIC OF TANZANIA,2024,33,204.0,3.0
UNITED REPUBLIC OF TANZANIA,2023,34,0.0,0.0
UNITED REPUBLIC OF TANZANIA,2023,35,0.0,0.0
UNITED REPUBLIC OF TANZANIA,2023,36,0.0,0.0
UNITED REPUBLIC OF TANZANIA,2023,37,0.0,0.0
UNITED REPUBLIC OF TANZANIA,2023,38,0.0,0.0
UNITED REPUBLIC OF TANZANIA,2023,39,0.0,0.0
UNITED REPUBLIC OF TANZANIA,2023,40,189.0,7.0
UNITED REPUBLIC OF TANZANIA,2023,41,104.0,2.0
UNITED REPUBLIC OF TANZANIA,2023,42,69.0,0.0
UNITED REPUBLIC OF TANZANIA,2023,43,122.0,2.0
UNITED REPUBLIC OF TANZANIA,2023,44,80.0,3.0
UNITED REPUBLIC OF TANZANIA,2023,45,77.0,1.0
UNITED REPUBLIC OF TANZANIA,2023,46,0.0,0.0
UNITED REPUBLIC OF TANZANIA,2023,47,0.0,0.0
UNITED REPUBLIC OF TANZANIA,2023,48,11.0,4.0
UNITED REPUBLIC OF TANZANIA,2023,49,8.0,0.0
UNITED REPUBLIC OF TANZANIA,2023,50,0.0,0.0
UNITED REPUBLIC OF TANZANIA,2023,51,16.0,0.0
UNITED REPUBLIC OF TANZANIA,2023,52,16.0,0.0
YEMEN,2023,1,58.0,1.0
YEMEN,2024,1,96.0,0.0
YEMEN,2023,2,77.0,0.0
YEMEN,2024,2,91.0,0.0
YEMEN,2023,3,68.0,0.0
YEMEN,2024,3,78.0,1.0
YEMEN,2023,4,36.0,0.0
YEMEN,2024,4,45.0,0.0
YEMEN,2023,5,44.0,0.0
YEMEN,2024,5,46.0,0.0
YEMEN,2023,6,30.0,0.0
YEMEN,2024,6,55.0,0.0
YEMEN,2023,7,68.0,0.0
YEMEN,2024,7,58.0,0.0
YEMEN,2023,8,48.0,0.0
YEMEN,2024,8,43.0,1.0
YEMEN,2023,9,33.0,0.0
YEMEN,2024,9,52.0,0.0
YEMEN,2023,10,37.0,0.0
YEMEN,2024,10,47.0,0.0
YEMEN,2023,11,32.0,0.0
YEMEN,2024,11,37.0,0.0
YEMEN,2023,12,25.0,0.0
YEMEN,2024,12,68.0,0.0
YEMEN,2023,13,33.0,0.0
YEMEN,2024,13,168.0,3.0
YEMEN,2023,14,51.0,0.0
YEMEN,2024,14,391.0,2.0
YEMEN,2023,15,35.0,0.0
YEMEN,2024,15,514.0,5.0
YEMEN,2023,16,19.0,0.0
YEMEN,2024,16,663.0,7.0
YEMEN,2023,17,24.0,0.0
YEMEN,2024,17,1047.0,3.0
YEMEN,2023,18,47.0,0.0
YEMEN,2024,18,911.0,2.0
YEMEN,2023,19,106.0,0.0
YEMEN,2024,19,826.0,10.0
YEMEN,2023,20,44.0,0.0
YEMEN,2024,20,1038.0,8.0
YEMEN,2023,21,54.0,0.0
YEMEN,2024,21,1075.0,7.0
YEMEN,2023,22,41.0,0.0
YEMEN,2024,22,1414.0,9.0
YEMEN,2023,23,63.0,0.0
YEMEN,2024,23,1608.0,12.0
YEMEN,2023,24,61.0,0.0
YEMEN,2024,24,1438.0,15.0
YEMEN,2023,25,43.0,0.0
YEMEN,2024,25,1677.0,15.0
YEMEN,2023,26,27.0,0.0
YEMEN,2024,26,1893.0,10.0
YEMEN,2023,27,77.0,1.0
YEMEN,2024,27,2097.0,7.0
YEMEN,2023,28,86.0,1.0
YEMEN,2024,28,2524.0,11.0
YEMEN,2023,29,81.0,0.0
YEMEN,2024,29,2344.0,9.0
YEMEN,2023,30,60.0,0.0
YEMEN,2024,30,1722.0,2.0
YEMEN,2023,31,41.0,0.0
YEMEN,2024,31,2346.0,4.0
YEMEN,2023,32,64.0,0.0
YEMEN,2024,32,2203.0,6.0
YEMEN,2023,33,68.0,0.0
YEMEN,2023,34,53.0,0.0
YEMEN,2023,35,47.0,0.0
YEMEN,2023,36,49.0,0.0
YEMEN,2023,37,70.0,0.0
YEMEN,2023,38,56.0,0.0
YEMEN,2023,39,48.0,0.0
YEMEN,2023,40,61.0,0.0
YEMEN,2023,41,97.0,0.0
YEMEN,2023,42,157.0,0.0
YEMEN,2023,43,147.0,0.0
YEMEN,2023,44,124.0,1.0
YEMEN,2023,45,143.0,0.0
YEMEN,2023,46,200.0,4.0
YEMEN,2023,47,206.0,5.0
YEMEN,2023,48,202.0,1.0
YEMEN,2023,49,184.0,0.0
YEMEN,2023,50,123.0,0.0
YEMEN,2023,51,82.0,0.0
YEMEN,2023,52,74.0,0.0
ZAMBIA,2024,1,2696.0,133.0
ZAMBIA,2023,2,2.0,0.0
ZAMBIA,2024,2,3478.0,127.0
ZAMBIA,2023,3,5.0,0.0
ZAMBIA,2024,3,3160.0,124.0
ZAMBIA,2023,4,13.0,1.0
ZAMBIA,2024,4,2776.0,86.0
ZAMBIA,2023,5,44.0,0.0
ZAMBIA,2024,5,2100.0,53.0
ZAMBIA,2023,6,62.0,1.0
ZAMBIA,2024,6,1146.0,26.0
ZAMBIA,2023,7,43.0,2.0
ZAMBIA,2024,7,955.0,27.0
ZAMBIA,2023,8,22.0,0.0
ZAMBIA,2024,8,703.0,12.0
ZAMBIA,2023,9,24.0,0.0
ZAMBIA,2024,9,667.0,12.0
ZAMBIA,2023,10,5.0,0.0
ZAMBIA,2024,10,553.0,2.0
ZAMBIA,2023,11,5.0,1.0
ZAMBIA,2024,11,451.0,7.0
ZAMBIA,2023,12,43.0,2.0
ZAMBIA,2024,12,370.0,6.0
ZAMBIA,2023,13,23.0,0.0
ZAMBIA,2024,13,264.0,6.0
ZAMBIA,2023,14,26.0,1.0
ZAMBIA,2024,14,201.0,4.0
ZAMBIA,2023,15,17.0,0.0
ZAMBIA,2024,15,208.0,6.0
ZAMBIA,2023,16,28.0,0.0
ZAMBIA,2024,16,155.0,2.0
ZAMBIA,2023,17,91.0,3.0
ZAMBIA,2024,17,116.0,3.0
ZAMBIA,2023,18,56.0,0.0
ZAMBIA,2024,18,54.0,1.0
ZAMBIA,2023,19,112.0,1.0
ZAMBIA,2024,19,24.0,0.0
ZAMBIA,2023,20,33.0,0.0
ZAMBIA,2024,20,18.0,0.0
ZAMBIA,2023,21,34.0,1.0
ZAMBIA,2024,21,18.0,0.0
ZAMBIA,2023,22,42.0,0.0
ZAMBIA,2024,22,11.0,0.0
ZAMBIA,2023,23,26.0,0.0
ZAMBIA,2024,23,49.0,0.0
ZAMBIA,2023,24,1.0,1.0
ZAMBIA,2024,24,41.0,0.0
ZAMBIA,2023,25,0.0,0.0
ZAMBIA,2024,25,4.0,0.0
ZAMBIA,2023,26,0.0,0.0
ZAMBIA,2024,26,1.0,0.0
ZAMBIA,2023,27,0.0,0.0
ZAMBIA,2024,27,0.0,0.0
ZAMBIA,2023,28,0.0,0.0
ZAMBIA,2024,28,0.0,0.0
ZAMBIA,2023,29,0.0,0.0
ZAMBIA,2024,29,0.0,0.0
ZAMBIA,2023,30,0.0,0.0
ZAMBIA,2024,30,0.0,0.0
ZAMBIA,2023,31,0.0,0.0
ZAMBIA,2024,31,0.0,0.0
ZAMBIA,2023,32,11.0,0.0
ZAMBIA,2024,32,0.0,0.0
ZAMBIA,2023,33,0.0,
ZAMBIA,2023,34,15.0,11.0
ZAMBIA,2023,35,0.0,0.0
ZAMBIA,2023,36,105.0,5.0
ZAMBIA,2023,37,19.0,0.0
ZAMBIA,2023,38,9.0,0.0
ZAMBIA,2023,39,0.0,0.0
ZAMBIA,2023,40,16.0,0.0
ZAMBIA,2023,41,1.0,
ZAMBIA,2023,42,86.0,1.0
ZAMBIA,2023,43,249.0,1.0
ZAMBIA,2023,44,149.0,3.0
ZAMBIA,2023,45,133.0,5.0
ZAMBIA,2023,46,145.0,2.0
ZAMBIA,2023,47,98.0,3.0
ZAMBIA,2023,48,147.0,2.0
ZAMBIA,2023,49,188.0,12.0
ZAMBIA,2023,50,333.0,9.0
ZAMBIA,2023,51,623.0,21.0
ZAMBIA,2023,52,1011.0,43.0
ZIMBABWE,2024,1,1498.0,36.0
ZIMBABWE,2024,2,2085.0,38.0
ZIMBABWE,2024,3,1549.0,36.0
ZIMBABWE,2024,4,1581.0,46.0
ZIMBABWE,2024,5,1402.0,23.0
ZIMBABWE,2024,6,1273.0,26.0
ZIMBABWE,2023,7,8.0,0.0
ZIMBABWE,2024,7,1181.0,11.0
ZIMBABWE,2023,8,37.0,0.0
ZIMBABWE,2024,8,929.0,15.0
ZIMBABWE,2023,9,12.0,0.0
ZIMBABWE,2024,9,1040.0,21.0
ZIMBABWE,2023,10,0.0,0.0
ZIMBABWE,2024,10,912.0,13.0
ZIMBABWE,2023,11,57.0,1.0
ZIMBABWE,2024,11,1007.0,18.0
ZIMBABWE,2023,12,59.0,4.0
ZIMBABWE,2024,12,940.0,30.0
ZIMBABWE,2023,13,64.0,1.0
ZIMBABWE,2024,13,729.0,10.0
ZIMBABWE,2023,14,110.0,1.0
ZIMBABWE,2024,14,638.0,34.0
ZIMBABWE,2023,15,128.0,2.0
ZIMBABWE,2024,15,631.0,7.0
ZIMBABWE,2023,16,61.0,6.0
ZIMBABWE,2024,16,667.0,17.0
ZIMBABWE,2023,17,57.0,3.0
ZIMBABWE,2024,17,544.0,2.0
ZIMBABWE,2023,18,129.0,3.0
ZIMBABWE,2024,18,444.0,6.0
ZIMBABWE,2023,19,178.0,4.0
ZIMBABWE,2024,19,347.0,1.0
ZIMBABWE,2023,20,385.0,10.0
ZIMBABWE,2024,20,209.0,5.0
ZIMBABWE,2023,21,364.0,9.0
ZIMBABWE,2024,21,153.0,0.0
ZIMBABWE,2023,22,427.0,4.0
ZIMBABWE,2024,22,128.0,1.0
ZIMBABWE,2023,23,295.0,10.0
ZIMBABWE,2024,23,114.0,0.0
ZIMBABWE,2023,24,318.0,11.0
ZIMBABWE,2024,24,19.0,1.0
ZIMBABWE,2023,25,338.0,2.0
ZIMBABWE,2024,25,9.0,1.0
ZIMBABWE,2023,26,170.0,1.0
ZIMBABWE,2024,26,4.0,1.0
ZIMBABWE,2023,27,260.0,6.0
ZIMBABWE,2024,27,0.0,0.0
ZIMBABWE,2023,28,128.0,1.0
ZIMBABWE,2024,28,0.0,0.0
ZIMBABWE,2023,29,108.0,1.0
ZIMBABWE,2024,29,0.0,0.0
ZIMBABWE,2023,30,109.0,2.0
ZIMBABWE,2024,30,0.0,0.0
ZIMBABWE,2023,31,39.0,14.0
ZIMBABWE,2024,31,0.0,0.0
ZIMBABWE,2023,32,31.0,0.0
ZIMBABWE,2023,33,15.0,0.0
ZIMBABWE,2023,34,7.0,0.0
ZIMBABWE,2023,35,19.0,0.0
ZIMBABWE,2023,36,35.0,2.0
ZIMBABWE,2023,37,27.0,3.0
ZIMBABWE,2023,38,131.0,11.0
ZIMBABWE,2023,39,366.0,14.0
ZIMBABWE,2023,40,258.0,4.0
ZIMBABWE,2023,41,224.0,17.0
ZIMBABWE,2023,42,433.0,4.0
ZIMBABWE,2023,43,577.0,15.0
ZIMBABWE,2023,44,522.0,10.0
ZIMBABWE,2023,45,636.0,15.0
ZIMBABWE,2023,46,965.0,12.0
ZIMBABWE,2023,47,1150.0,8.0
ZIMBABWE,2023,48,1026.0,19.0
ZIMBABWE,2023,49,1027.0,19.0
ZIMBABWE,2023,50,871.0,17.0
ZIMBABWE,2023,51,869.0,17.0
ZIMBABWE,2023,52,1487.0,37.0
