"country","iso_code","cases_total","deaths_total","cfr","shape2","shape1","cfr_hi","cfr_lo"
"Togo","TGO",851,40,0.0470035252643948,1.86801239685156,0.0132809361442915,0.0634582450039395,0.0337890888011367
"Tanzania","TZA",50383,729,0.0144691661870075,1.91500382423401,0.00779628753662021,0.0155502365912783,0.0134445787144766
"Uganda","UGA",9461,181,0.0191311700665892,1.9012179801186,0.00871730929793469,0.0220970576138694,0.0164668427659849
"South Africa","ZAF",1403,47,0.0334996436208125,2.00802407860756,0.0117126226425162,0.0443002614222404,0.024716026050516
"Zambia","ZMB",32784,929,0.0283369936554417,1.89708495447412,0.0097385670989743,0.030190758322486,0.0265674400240731
"Zimbabwe","ZWE",46191,814,0.017622480569808,1.91404957065824,0.00828845715150148,0.0188639762300812,0.0164421542087067
"Botswana","BWA",NA,NA,0.0195276948599564,1.90990461022593,0.00842963960021646,0.0197546259028324,0.0193026926549984
"Central African Republic","CAF",NA,NA,0.0195276948599564,1.90990461022593,0.00842963960021646,0.0197546259028324,0.0193026926549984
"Cape Verde","CPV",NA,NA,0.0195276948599564,1.90990461022593,0.00842963960021646,0.0197546259028324,0.0193026926549984
"Djibouti","DJI",NA,NA,0.0195276948599564,1.90990461022593,0.00842963960021646,0.0197546259028324,0.0193026926549984
"Algeria","DZA",NA,NA,0.0195276948599564,1.90990461022593,0.00842963960021646,0.0197546259028324,0.0193026926549984
"Egypt","EGY",NA,NA,0.0195276948599564,1.90990461022593,0.00842963960021646,0.0197546259028324,0.0193026926549984
"Eritrea","ERI",NA,NA,0.0195276948599564,1.90990461022593,0.00842963960021646,0.0197546259028324,0.0193026926549984
"Gabon","GAB",NA,NA,0.0195276948599564,1.90990461022593,0.00842963960021646,0.0197546259028324,0.0193026926549984
"Gambia","GMB",NA,NA,0.0195276948599564,1.90990461022593,0.00842963960021646,0.0197546259028324,0.0193026926549984
"Equatorial Guinea","GNQ",NA,NA,0.0195276948599564,1.90990461022593,0.00842963960021646,0.0197546259028324,0.0193026926549984
"Libya","LBY",NA,NA,0.0195276948599564,1.90990461022593,0.00842963960021646,0.0197546259028324,0.0193026926549984
"Lesotho","LSO",NA,NA,0.0195276948599564,1.90990461022593,0.00842963960021646,0.0197546259028324,0.0193026926549984
"Morocco","MAR",NA,NA,0.0195276948599564,1.90990461022593,0.00842963960021646,0.0197546259028324,0.0193026926549984
"Madagascar","MDG",NA,NA,0.0195276948599564,1.90990461022593,0.00842963960021646,0.0197546259028324,0.0193026926549984
"Mauritania","MRT",NA,NA,0.0195276948599564,1.90990461022593,0.00842963960021646,0.0197546259028324,0.0193026926549984
"Mauritius","MUS",NA,NA,0.0195276948599564,1.90990461022593,0.00842963960021646,0.0197546259028324,0.0193026926549984
"Senegal","SEN",NA,NA,0.0195276948599564,1.90990461022593,0.00842963960021646,0.0197546259028324,0.0193026926549984
"Sierra Leone","SLE",NA,NA,0.0195276948599564,1.90990461022593,0.00842963960021646,0.0197546259028324,0.0193026926549984
"São Tomé & Príncipe","STP",NA,NA,0.0195276948599564,1.90990461022593,0.00842963960021646,0.0197546259028324,0.0193026926549984
"Seychelles","SYC",NA,NA,0.0195276948599564,1.90990461022593,0.00842963960021646,0.0197546259028324,0.0193026926549984
"Tunisia","TUN",NA,NA,0.0195276948599564,1.90990461022593,0.00842963960021646,0.0197546259028324,0.0193026926549984
