"country","cases_total","deaths_total","cfr","cfr_hi","cfr_lo","shape1","shape2"
"AFRO Region",563496,11203,0.0198812413930179,0.0202490785592288,0.0195183522340071,0.00849274173378856,1.91142945494503
"Benin",1731,25,0.0144425187752744,0.0212466099076849,0.00936766411046815,0.0086610320955506,1.91771471118554
"Burundi",2121,12,0.00565770862800566,0.0098620019987885,0.00292673558459194,0.00689151287078769,1.92554042935371
"Cameroon",21685,511,0.0235646760433479,0.025671685062627,0.0215867536982611,0.00920217567327111,1.90539814234253
"Comoros",10342,149,0.0144072713208277,0.0168939544102137,0.0121998433840454,0.00801525413989932,1.91330234333873
"Democratic Republic of Congo",103998,1218,0.0117117636877632,0.0123842346216857,0.0110667350280359,0.00735265873372466,1.92113215187565
"Ethiopia",54872,652,0.0118821985712203,0.0128242154255347,0.0109923563309098,0.00740041909739286,1.92079603944439
"Kenya",12921,213,0.0164847921987462,0.0188311604039565,0.0143600290952614,0.00830768162704683,1.91496279724852
"Liberia",534,0,0.0198812413930179,0.0202490785592288,0.0195183522340071,0.00849274173378856,1.91142945494503
"Malawi",58961,1756,0.0297823985346246,0.0311863181316709,0.0284250197227653,0.00985772674903185,1.89981406556908
"Mozambique",57490,217,0.00377456949034615,0.00431043865555447,0.0032898023715777,0.00557387918233782,1.88739874996245
"Niger",5591,166,0.0296905741370059,0.0344818296467218,0.0253989578227709,0.0102233190555117,1.89182000736473
"Nigeria",145012,4514,0.0311284583344827,0.0320351702959901,0.0302405582964423,0.00995917320251376,1.90111519098282
"Somalia",19995,120,0.00600150037509377,0.00717210338583696,0.0049782721129461,0.00631484985351474,1.90560970306397
"South Africa",1403,47,0.0334996436208125,0.0443002614222404,0.024716026050516,0.0117126226425162,2.00802407860756
"South Sudan",1895,3,0.00158311345646438,0.00461949377314462,0.000326595119385772,0.00569225549697787,1.89424570500851
"Tanzania",5453,96,0.017604988079956,0.021456723443648,0.0142827654256281,0.00867106342629907,1.91444851126653
"Uganda",342,15,0.043859649122807,0.0713088424320542,0.0247525377304407,0.0140520216897121,1.86305828201585
"Zambia",24348,754,0.0309676359454575,0.0332208357669119,0.0288273288152886,0.0101645946502677,1.92342978715897
"Zimbabwe",34554,720,0.0208369508595242,0.0223983924780814,0.0193567950347671,0.00878118886903305,1.90603255455426
"Algeria",NA,NA,0.0198812413930179,0.0202490785592288,0.0195183522340071,0.00849274173378856,1.91142945494503
"Angola",NA,NA,0.0198812413930179,0.0202490785592288,0.0195183522340071,0.00849274173378856,1.91142945494503
"Botswana",NA,NA,0.0198812413930179,0.0202490785592288,0.0195183522340071,0.00849274173378856,1.91142945494503
"Burkina Faso",NA,NA,0.0198812413930179,0.0202490785592288,0.0195183522340071,0.00849274173378856,1.91142945494503
"Cape Verde",NA,NA,0.0198812413930179,0.0202490785592288,0.0195183522340071,0.00849274173378856,1.91142945494503
"Central African Republic",NA,NA,0.0198812413930179,0.0202490785592288,0.0195183522340071,0.00849274173378856,1.91142945494503
"Chad",NA,NA,0.0198812413930179,0.0202490785592288,0.0195183522340071,0.00849274173378856,1.91142945494503
"Congo",NA,NA,0.0198812413930179,0.0202490785592288,0.0195183522340071,0.00849274173378856,1.91142945494503
"Cote d'Ivoire",NA,NA,0.0198812413930179,0.0202490785592288,0.0195183522340071,0.00849274173378856,1.91142945494503
"Equatorial Guinea",NA,NA,0.0198812413930179,0.0202490785592288,0.0195183522340071,0.00849274173378856,1.91142945494503
"Eritrea",NA,NA,0.0198812413930179,0.0202490785592288,0.0195183522340071,0.00849274173378856,1.91142945494503
"Eswatini",NA,NA,0.0198812413930179,0.0202490785592288,0.0195183522340071,0.00849274173378856,1.91142945494503
"Gabon",NA,NA,0.0198812413930179,0.0202490785592288,0.0195183522340071,0.00849274173378856,1.91142945494503
"Gambia",NA,NA,0.0198812413930179,0.0202490785592288,0.0195183522340071,0.00849274173378856,1.91142945494503
"Ghana",NA,NA,0.0198812413930179,0.0202490785592288,0.0195183522340071,0.00849274173378856,1.91142945494503
"Guinea",NA,NA,0.0198812413930179,0.0202490785592288,0.0195183522340071,0.00849274173378856,1.91142945494503
"Guinea-Bissau",NA,NA,0.0198812413930179,0.0202490785592288,0.0195183522340071,0.00849274173378856,1.91142945494503
"Lesotho",NA,NA,0.0198812413930179,0.0202490785592288,0.0195183522340071,0.00849274173378856,1.91142945494503
"Madagascar",NA,NA,0.0198812413930179,0.0202490785592288,0.0195183522340071,0.00849274173378856,1.91142945494503
"Mali",NA,NA,0.0198812413930179,0.0202490785592288,0.0195183522340071,0.00849274173378856,1.91142945494503
"Mauritania",NA,NA,0.0198812413930179,0.0202490785592288,0.0195183522340071,0.00849274173378856,1.91142945494503
"Mauritius",NA,NA,0.0198812413930179,0.0202490785592288,0.0195183522340071,0.00849274173378856,1.91142945494503
"Namibia",NA,NA,0.0198812413930179,0.0202490785592288,0.0195183522340071,0.00849274173378856,1.91142945494503
"Rwanda",NA,NA,0.0198812413930179,0.0202490785592288,0.0195183522340071,0.00849274173378856,1.91142945494503
"Sao Tome and Principe",NA,NA,0.0198812413930179,0.0202490785592288,0.0195183522340071,0.00849274173378856,1.91142945494503
"Senegal",NA,NA,0.0198812413930179,0.0202490785592288,0.0195183522340071,0.00849274173378856,1.91142945494503
"Seychelles",NA,NA,0.0198812413930179,0.0202490785592288,0.0195183522340071,0.00849274173378856,1.91142945494503
"Sierra Leone",NA,NA,0.0198812413930179,0.0202490785592288,0.0195183522340071,0.00849274173378856,1.91142945494503
"Togo",NA,NA,0.0198812413930179,0.0202490785592288,0.0195183522340071,0.00849274173378856,1.91142945494503
